State,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
Telangana,Foreign Evacuees,33,33,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Other State,250,250,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Adilabad,7249,7234,15,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Bhadradri Kothagudem,18821,18817,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Hyderabad,142322,141994,305,23,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Jagtial,17611,17609,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Jangaon,7814,7813,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Jayashankar Bhupalapally,6862,6862,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Jogulamba Gadwal,7266,7240,25,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Kamareddy,11607,11599,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Karimnagar,31063,31047,16,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Khammam,27977,27974,3,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Komaram Bheem,4543,4541,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Mahabubabad,13179,13178,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Mahabubnagar,16518,16510,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Mancherial,16456,16455,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Medak,8514,8510,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Medchal Malkajgiri,46056,46046,9,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Mulugu,6718,6716,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Nagarkurnool,12366,12364,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Nalgonda,29765,29753,12,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Narayanpet,3303,3302,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Nirmal,7295,7282,13,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Nizamabad,21018,20988,30,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Peddapalli,16155,16154,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Rajanna Sircilla,12372,12370,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Ranga Reddy,49513,49494,17,2,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Sangareddy,19303,19297,6,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Siddipet,19643,19642,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Suryapet,17870,17846,24,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Vikarabad,11035,11019,15,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Wanaparthy,9833,9833,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Warangal Rural,10945,10945,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Warangal Urban,27302,27279,23,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Telangana,Yadadri Bhuvanagiri,11513,11513,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
Tamil Nadu,Railway Quarantine,428,0,428,0,0,0,0,0,0,,
Tamil Nadu,Airport Quarantine,2113,4,2107,2,0,0,0,0,0,,
Tamil Nadu,Other State,0,0,0,0,0,0,0,0,0,,
Tamil Nadu,Ariyalur,16854,45,16548,261,0,0,0,0,0,,
Tamil Nadu,Chengalpattu,171777,944,168327,2506,0,0,0,0,0,,
Tamil Nadu,Chennai,554672,1425,544701,8546,0,0,0,0,0,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
Tamil Nadu,Coimbatore,246780,1294,243070,2416,0,0,0,0,0,,
Tamil Nadu,Cuddalore,64085,221,62997,867,0,0,0,0,0,,
Tamil Nadu,Dharmapuri,28425,194,27957,274,0,0,0,0,0,,
Tamil Nadu,Dindigul,33099,106,32348,645,0,0,0,0,0,,
Tamil Nadu,Erode,104303,781,102836,686,0,0,0,0,0,,
Tamil Nadu,Kallakurichi,31364,98,31056,210,0,0,0,0,0,,
Tamil Nadu,Kancheepuram,74970,326,73386,1258,0,0,0,0,0,,
Tamil Nadu,Kanyakumari,62362,202,61112,1048,0,0,0,0,0,,
Tamil Nadu,Karur,24091,212,23523,356,0,0,0,0,0,,
Tamil Nadu,Krishnagiri,43570,186,43036,348,0,0,0,0,0,,
Tamil Nadu,Madurai,75215,190,73853,1172,0,0,0,0,0,,
Tamil Nadu,Nagapattinam,21074,167,20561,346,0,0,0,0,0,,
Tamil Nadu,Namakkal,52245,494,51253,498,0,0,0,0,0,,
Tamil Nadu,Nilgiris,33566,190,33164,212,0,0,0,0,0,,
Tamil Nadu,Perambalur,12067,34,11790,243,0,0,0,0,0,,
Tamil Nadu,Pudukkottai,30183,140,29627,416,0,0,0,0,0,,
Tamil Nadu,Ramanathapuram,20564,49,20158,357,0,0,0,0,0,,
Tamil Nadu,Ranipet,43436,104,42557,775,0,0,0,0,0,,
Tamil Nadu,Salem,99893,589,97619,1685,0,0,0,0,0,,
Tamil Nadu,Sivaganga,20195,135,19854,206,0,0,0,0,0,,
Tamil Nadu,Tenkasi,27357,39,26834,484,0,0,0,0,0,,
Tamil Nadu,Thanjavur,75352,506,73874,972,0,0,0,0,0,,
Tamil Nadu,Theni,43571,32,43018,521,0,0,0,0,0,,
Tamil Nadu,Thiruvallur,119370,390,117138,1842,0,0,0,0,0,,
Tamil Nadu,Thiruvarur,41461,259,40760,442,0,0,0,0,0,,
Tamil Nadu,Thoothukkudi,56304,138,55757,409,0,0,0,0,0,,
Tamil Nadu,Tiruchirappalli,77534,437,76038,1059,0,0,0,0,0,,
Tamil Nadu,Tirunelveli,49374,130,48812,432,0,0,0,0,0,,
Tamil Nadu,Tirupathur,29301,76,28600,625,0,0,0,0,0,,
Tamil Nadu,Tiruppur,95405,743,93683,979,0,0,0,0,0,,
Tamil Nadu,Tiruvannamalai,54968,179,54122,667,0,0,0,0,0,,
Tamil Nadu,Vellore,49864,169,48564,1131,0,0,0,0,0,,
Tamil Nadu,Viluppuram,45857,119,45382,356,0,0,0,0,0,,
Tamil Nadu,Virudhunagar,46294,59,45687,548,0,0,0,0,0,,
Tamil Nadu,Mayiladuthurai,23280,86,22878,316,0,0,0,0,0,,
Tripura,Dhalai,7037,1,7000,35,1,0,0,0,0,,
Tripura,Gomati,8134,13,8043,74,4,0,0,0,0,,
Tripura,Khowai,4559,5,4500,54,0,0,0,0,0,,
Tripura,North Tripura,7250,10,7199,34,7,0,0,0,0,,
Tripura,Sipahijala,6360,11,6273,75,1,0,0,0,0,,
Tripura,South Tripura,10168,8,10104,53,3,0,0,0,0,,
Tripura,Unokoti,8609,7,8530,68,4,0,0,0,0,,
Tripura,West Tripura,32351,71,31817,420,43,0,0,0,0,,
Uttar Pradesh,Agra,25765,0,25308,457,0,0,0,0,0,,
Uttar Pradesh,Aligarh,21280,0,21172,108,0,0,0,0,0,,
Uttar Pradesh,Ambedkar Nagar,5040,3,4885,152,0,0,0,0,0,,
Uttar Pradesh,Amethi,9972,1,9828,143,0,0,0,0,0,,
Uttar Pradesh,Amroha,16616,1,16412,203,0,0,0,0,0,,
Uttar Pradesh,Auraiya,10090,0,9887,203,0,0,0,0,0,,
Uttar Pradesh,Ayodhya,16919,0,16629,290,0,0,0,0,0,,
Uttar Pradesh,Azamgarh,17906,3,17675,228,0,0,0,0,0,,
Uttar Pradesh,Baghpat,9132,0,8991,141,0,0,0,0,0,,
Uttar Pradesh,Bahraich,11549,0,11371,178,0,0,0,0,0,,
Uttar Pradesh,Ballia,21610,0,21376,234,0,0,0,0,0,,
Uttar Pradesh,Balrampur,7494,2,7354,138,0,0,0,0,0,,
Uttar Pradesh,Banda,10992,2,10832,158,0,0,0,0,0,,
Uttar Pradesh,Barabanki,19850,1,19624,225,0,0,0,0,0,,
Uttar Pradesh,Bareilly,44028,1,43650,377,0,0,0,0,0,,
Uttar Pradesh,Basti,11717,2,11385,330,0,0,0,0,0,,
Uttar Pradesh,Bhadohi,7720,0,7557,163,0,0,0,0,0,,
Uttar Pradesh,Bijnor,14794,0,14668,126,0,0,0,0,0,,
Uttar Pradesh,Budaun,14941,0,14843,98,0,0,0,0,0,,
Uttar Pradesh,Bulandshahr,20215,0,19972,243,0,0,0,0,0,,
Uttar Pradesh,Chandauli,16208,0,15852,356,0,0,0,0,0,,
Uttar Pradesh,Chitrakoot,7110,0,7031,79,0,0,0,0,0,,
Uttar Pradesh,Deoria,20223,0,20003,220,0,0,0,0,0,,
Uttar Pradesh,Etah,9968,1,9868,99,0,0,0,0,0,,
Uttar Pradesh,Etawah,13933,0,13640,293,0,0,0,0,0,,
Uttar Pradesh,Farrukhabad,10348,1,10153,194,0,0,0,0,0,,
Uttar Pradesh,Fatehpur,6814,1,6674,139,0,0,0,0,0,,
Uttar Pradesh,Firozabad,8720,0,8585,135,0,0,0,0,0,,
Uttar Pradesh,Gautam Buddha Nagar,63353,10,62876,467,0,0,0,0,0,,
Uttar Pradesh,Ghaziabad,55673,5,55207,461,0,0,0,0,0,,
Uttar Pradesh,Ghazipur,21641,0,21359,282,0,0,0,0,0,,
Uttar Pradesh,Gonda,12282,0,12016,266,0,0,0,0,0,,
Uttar Pradesh,Gorakhpur,59439,3,58588,848,0,0,0,0,0,,
Uttar Pradesh,Hamirpur,5232,0,5130,102,0,0,0,0,0,,
Uttar Pradesh,Hapur,12638,0,12421,217,0,0,0,0,0,,
Uttar Pradesh,Hardoi,13755,0,13406,349,0,0,0,0,0,,
Uttar Pradesh,Hathras,2920,0,2877,43,0,0,0,0,0,,
Uttar Pradesh,Jalaun,11687,3,11482,202,0,0,0,0,0,,
Uttar Pradesh,Jaunpur,22584,0,22349,235,0,0,0,0,0,,
Uttar Pradesh,Jhansi,36556,1,35892,663,0,0,0,0,0,,
Uttar Pradesh,Kannauj,9231,2,9115,114,0,0,0,0,0,,
Uttar Pradesh,Kanpur Dehat,6197,0,6087,110,0,0,0,0,0,,
Uttar Pradesh,Kanpur Nagar,82933,4,81024,1905,0,0,0,0,0,,
Uttar Pradesh,Kasganj,4250,0,4197,53,0,0,0,0,0,,
Uttar Pradesh,Kaushambi,4424,1,4353,70,0,0,0,0,0,,
Uttar Pradesh,Kushinagar,15617,0,15389,228,0,0,0,0,0,,
Uttar Pradesh,Lakhimpur Kheri,24410,1,24117,292,0,0,0,0,0,,
Uttar Pradesh,Lalitpur,12742,1,12613,128,0,0,0,0,0,,
Uttar Pradesh,Lucknow,238839,23,236165,2651,0,0,0,0,0,,
Uttar Pradesh,Maharajganj,12440,0,12300,140,0,0,0,0,0,,
Uttar Pradesh,Mahoba,4268,0,4182,86,0,0,0,0,0,,
Uttar Pradesh,Mainpuri,10028,0,9846,182,0,0,0,0,0,,
Uttar Pradesh,Mathura,20297,2,19893,402,0,0,0,0,0,,
Uttar Pradesh,Mau,8333,1,8252,80,0,0,0,0,0,,
Uttar Pradesh,Meerut,69480,15,68567,898,0,0,0,0,0,,
Uttar Pradesh,Mirzapur,11088,0,10972,116,0,0,0,0,0,,
Uttar Pradesh,Moradabad,39102,1,38752,349,0,0,0,0,0,,
Uttar Pradesh,Muzaffarnagar,31009,3,30737,269,0,0,0,0,0,,
Uttar Pradesh,Pilibhit,11032,1,10838,193,0,0,0,0,0,,
Uttar Pradesh,Pratapgarh,16038,0,15875,163,0,0,0,0,0,,
Uttar Pradesh,Prayagraj,78699,2,77609,1088,0,0,0,0,0,,
Uttar Pradesh,Rae Bareli,17104,0,16761,343,0,0,0,0,0,,
Uttar Pradesh,Rampur,11826,2,11676,148,0,0,0,0,0,,
Uttar Pradesh,Saharanpur,32730,1,32309,420,0,0,0,0,0,,
Uttar Pradesh,Sambhal,9438,1,9331,106,0,0,0,0,0,,
Uttar Pradesh,Sant Kabir Nagar,8159,0,8061,98,0,0,0,0,0,,
Uttar Pradesh,Shahjahanpur,20361,1,19916,444,0,0,0,0,0,,
Uttar Pradesh,Shamli,12976,0,12931,45,0,0,0,0,0,,
Uttar Pradesh,Shrawasti,4388,0,4353,35,0,0,0,0,0,,
Uttar Pradesh,Siddharthnagar,9373,0,9273,100,0,0,0,0,0,,
Uttar Pradesh,Sitapur,12398,2,12211,185,0,0,0,0,0,,
Uttar Pradesh,Sonbhadra,16807,0,16556,251,0,0,0,0,0,,
Uttar Pradesh,Sultanpur,14915,0,14777,138,0,0,0,0,0,,
Uttar Pradesh,Unnao,15011,0,14757,254,0,0,0,0,0,,
Uttar Pradesh,Varanasi,85501,2,84528,971,0,0,0,0,0,,
Uttarakhand,Almora,12190,2,11378,196,614,0,0,0,0,,
Uttarakhand,Bageshwar,5764,1,5678,60,25,0,0,0,0,,
Uttarakhand,Chamoli,12242,4,11972,62,204,0,0,0,0,,
Uttarakhand,Champawat,7603,3,7358,53,189,0,0,0,0,,
Uttarakhand,Dehradun,112363,107,108137,3521,598,0,0,0,0,,
Uttarakhand,Haridwar,51498,7,49096,1019,1376,0,0,0,0,,
Uttarakhand,Nainital,39232,14,38140,944,134,0,0,0,0,,
Uttarakhand,Pauri Garhwal,17686,2,16668,315,701,0,0,0,0,,
Uttarakhand,Pithoragarh,10260,9,9962,181,108,0,0,0,0,,
Uttarakhand,Rudraprayag,8800,0,8535,106,159,0,0,0,0,,
Uttarakhand,Tehri Garhwal,15835,0,14827,108,900,0,0,0,0,,
Uttarakhand,Udham Singh Nagar,37875,0,36315,761,799,0,0,0,0,,
Uttarakhand,Uttarkashi,12548,2,12129,74,343,0,0,0,0,,
West Bengal,Alipurduar,15589,46,15441,102,0,0,0,0,0,,
West Bengal,Bankura,36313,200,35839,274,0,0,0,0,0,,
West Bengal,Birbhum,41197,184,40727,286,0,0,0,0,0,,
West Bengal,Cooch Behar,29275,118,29060,97,0,0,0,0,0,,
West Bengal,Dakshin Dinajpur,17889,146,17573,170,0,0,0,0,0,,
West Bengal,Darjeeling,57143,278,56326,539,0,0,0,0,0,,
West Bengal,Hooghly,86300,660,84650,990,0,0,0,0,0,,
West Bengal,Howrah,98757,666,96567,1524,0,0,0,0,0,,
West Bengal,Jalpaiguri,41982,154,41256,572,0,0,0,0,0,,
West Bengal,Jhargram,12135,45,12063,27,0,0,0,0,0,,
West Bengal,Kalimpong,7036,32,6950,54,0,0,0,0,0,,
West Bengal,Kolkata,322541,2243,315146,5152,0,0,0,0,0,,
West Bengal,Malda,33406,99,33121,186,0,0,0,0,0,,
West Bengal,Murshidabad,33993,60,33605,328,0,0,0,0,0,,
West Bengal,Nadia,73333,420,72054,859,0,0,0,0,0,,
West Bengal,North 24 Parganas,329257,1327,323097,4833,0,0,0,0,0,,
West Bengal,Other State,66,0,63,3,0,0,0,0,0,,
West Bengal,Paschim Bardhaman,57778,238,57184,356,0,0,0,0,0,,
West Bengal,Paschim Medinipur,53581,254,52820,507,0,0,0,0,0,,
West Bengal,Purba Bardhaman,42005,219,41588,198,0,0,0,0,0,,
West Bengal,Purba Medinipur,63098,152,62549,397,0,0,0,0,0,,
West Bengal,Purulia,19419,23,19283,113,0,0,0,0,0,,
West Bengal,South 24 Parganas,100957,671,98950,1336,0,0,0,0,0,,
West Bengal,Uttar Dinajpur,19858,61,19559,238,0,0,0,0,0,,
Andaman and Nicobar Islands,Unknown,7599,-15,7485,129,0,0,0,0,0,,
Andhra Pradesh,Unknown,0,0,0,0,0,0,0,0,0,,
Arunachal Pradesh,Unknown,0,0,0,0,0,0,0,0,0,,
Assam,Unknown,112689,-444887,555051,1178,1347,0,0,0,0,,
Bihar,Unknown,0,0,0,0,0,0,0,0,0,,
Chandigarh,Unknown,0,0,0,0,0,0,0,0,0,,
Chhattisgarh,Unknown,0,0,0,0,0,0,0,0,0,,
Dadra and Nagar Haveli and Daman and Diu,Unknown,0,0,0,0,0,0,0,0,0,,
Delhi,Unknown,1439082,-439,1414431,25090,0,0,0,0,0,,
Goa,Unknown,171729,-3274,171831,3172,0,0,0,0,0,,
Gujarat,Unknown,0,0,0,0,0,0,0,0,0,,
Haryana,Unknown,0,0,0,0,0,0,0,0,0,,
Himachal Pradesh,Unknown,0,0,0,0,0,0,0,0,0,,
Jammu and Kashmir,Unknown,0,0,0,0,0,0,0,0,0,,
Jharkhand,Unknown,0,0,0,0,0,0,0,0,0,,
Karnataka,Unknown,0,0,0,0,0,0,0,0,0,,
Kerala,Unknown,0,0,0,0,0,0,0,0,0,,
Ladakh,Unknown,0,0,0,0,0,0,0,0,0,,
Lakshadweep,Unknown,0,-1,0,1,0,0,0,0,0,,
Madhya Pradesh,Unknown,1417,-1708,1632,1493,0,0,0,0,0,,
Maharashtra,Unknown,0,0,0,0,0,0,0,0,0,,
Manipur,Unknown,1697,-117290,118894,93,0,0,0,0,0,,
Meghalaya,Unknown,0,0,0,0,0,0,0,0,0,,
Mizoram,Unknown,0,0,0,0,0,0,0,0,0,,
Nagaland,Unknown,0,0,0,0,0,0,0,0,0,,
Odisha,Unknown,0,0,0,0,0,0,0,0,0,,
Puducherry,Unknown,0,0,0,0,0,0,0,0,0,,
Punjab,Unknown,0,0,0,0,0,0,0,0,0,,
Rajasthan,Unknown,0,0,0,0,0,0,0,0,0,,
Sikkim,Unknown,1706,-24217,25499,226,198,0,0,0,0,,
Tamil Nadu,Unknown,0,0,0,0,0,0,0,0,0,,
Telangana,Unknown,1373,-665500,662947,3926,0,0,0,0,0,,
Tripura,Unknown,0,0,0,0,0,0,0,0,0,,
Uttar Pradesh,Unknown,0,0,0,0,0,0,0,0,0,,
Uttarakhand,Unknown,0,0,0,0,0,0,0,0,0,,
West Bengal,Unknown,0,0,0,0,0,0,0,0,0,,
